800,800, # demand points, # candidate sites
50,42,7
33,19,3
9,39,8
53,49,9
26,49,1
23,35,8
7,29,3
2,69,7
54,69,3
39,39,2
12,20,9
16,70,1
15,22,9
26,40,1
59,69,9
43,7,4
12,5,3
2,14,10
10,56,1
29,10,10
40,15,6
12,50,5
3,37,6
62,20,3
21,68,7
37,43,6
21,58,9
13,41,3
46,2,4
11,33,1
33,34,1
30,10,10
58,8,6
42,2,8
53,52,10
40,29,8
60,11,5
41,11,3
64,16,4
49,60,8
15,38,6
47,56,5
55,15,8
46,6,4
17,23,5
65,61,6
6,22,10
68,6,9
1,18,5
69,31,10
37,44,8
49,15,3
16,10,6
9,70,3
8,18,7
69,29,4
52,59,8
22,69,5
16,44,8
1,60,2
64,58,7
51,70,9
46,59,3
28,3,2
5,5,8
29,24,3
69,5,9
10,18,3
31,55,7
8,19,5
48,44,2
6,41,4
19,67,9
49,18,1
57,22,7
62,42,5
63,40,9
25,10,8
28,66,3
63,60,5
49,65,7
41,20,10
5,42,7
3,22,4
40,39,4
24,23,5
43,24,8
68,16,4
7,57,9
16,53,5
59,39,7
50,11,8
38,41,5
31,52,1
60,33,1
32,6,3
19,30,3
6,24,10
59,28,7
27,3,1
16,32,6
30,51,8
68,25,4
27,54,6
47,63,10
27,69,1
30,2,2
49,35,8
18,59,8
34,28,4
17,53,3
34,13,7
3,35,5
24,35,1
56,33,2
62,32,10
44,63,6
14,42,1
9,51,5
68,8,6
8,43,8
64,18,1
8,55,3
16,21,2
32,67,2
38,12,4
8,56,6
64,1,6
16,51,5
31,58,2
47,21,7
59,49,2
34,15,1
68,41,10
27,37,9
39,1,1
30,70,2
35,64,10
2,64,8
8,28,2
24,67,5
50,54,2
10,54,10
60,21,1
7,24,3
52,48,3
44,53,10
6,8,10
3,54,4
23,33,5
44,48,5
49,24,1
2,48,7
60,27,10
68,10,4
6,68,8
27,67,5
16,68,10
40,9,6
8,22,1
25,57,3
43,55,2
32,64,4
17,46,4
70,63,3
62,52,2
18,31,4
23,22,7
35,50,1
38,19,1
40,7,10
43,64,7
24,33,5
18,62,9
8,44,7
22,26,7
52,13,1
38,1,6
42,11,6
51,19,6
56,46,2
46,38,2
16,13,8
44,41,9
63,1,3
28,38,2
29,68,8
25,28,7
7,69,3
3,7,3
52,4,7
27,18,5
2,56,6
53,2,2
38,57,8
30,69,1
27,25,3
54,4,3
55,41,7
55,20,5
27,10,6
26,32,8
29,45,1
7,18,10
20,8,6
67,34,7
39,68,6
24,42,8
6,53,5
64,70,3
23,48,6
59,32,8
8,11,6
33,41,3
18,45,8
24,8,9
7,54,4
11,43,6
22,11,5
16,64,8
52,39,10
10,40,4
12,42,3
19,12,8
36,9,5
41,57,2
25,3,10
41,50,10
18,16,5
46,44,8
60,44,4
13,39,10
49,70,5
30,40,7
4,23,9
36,10,2
64,57,5
27,49,6
33,21,1
32,14,1
70,37,8
38,34,6
66,3,9
30,19,5
54,12,9
44,54,6
20,36,3
9,60,4
60,66,3
40,34,10
49,38,2
62,36,5
31,17,5
58,21,6
65,33,4
38,53,9
25,68,7
70,55,5
62,56,10
62,29,1
28,61,2
7,28,4
38,24,10
8,12,6
46,40,2
24,55,10
44,29,9
63,44,6
51,11,5
46,10,9
59,61,7
24,54,4
32,22,7
37,54,7
17,4,9
17,3,7
49,43,4
31,26,3
70,33,10
64,65,9
55,28,2
19,64,3
46,30,5
31,56,6
44,55,8
20,54,10
51,21,7
7,16,7
16,31,4
13,70,6
55,70,9
55,23,5
16,33,1
48,5,1
63,43,2
51,48,2
27,31,10
56,70,10
65,47,10
34,16,5
41,38,10
43,54,8
32,60,10
34,26,6
40,70,4
61,23,8
47,50,2
6,59,9
9,9,1
12,46,4
41,5,7
33,4,4
52,8,6
9,37,3
40,20,10
11,20,6
2,28,2
66,14,8
33,63,2
13,47,5
61,67,3
47,58,2
65,66,9
39,10,6
65,3,2
52,12,10
16,11,9
10,23,2
33,13,1
26,7,8
49,39,8
7,11,3
65,42,5
56,63,7
23,39,8
48,25,10
1,50,7
15,16,2
46,25,9
69,62,9
13,37,5
13,3,7
56,14,2
32,34,2
69,22,10
3,2,3
19,21,9
52,57,1
5,23,10
28,16,2
27,1,6
63,21,5
22,21,4
14,67,6
69,21,10
51,15,5
18,15,8
56,68,8
48,70,8
8,52,10
39,66,8
53,45,5
17,44,2
50,14,4
23,70,4
59,24,2
55,6,4
28,24,2
45,59,3
8,6,4
28,54,10
33,54,9
57,49,2
8,39,3
55,4,2
55,68,1
15,64,8
21,2,1
16,47,4
51,54,7
55,43,2
70,60,1
50,56,3
46,47,7
66,42,6
45,38,2
53,34,2
8,1,3
13,15,2
40,27,9
54,5,3
29,5,9
67,36,6
13,43,6
47,6,4
51,35,9
5,14,7
18,23,7
30,15,2
5,53,9
68,55,2
31,15,3
58,40,9
24,13,4
49,40,5
49,63,1
9,65,6
16,59,4
61,55,1
70,23,9
69,51,3
58,25,4
68,47,1
36,35,5
39,44,3
63,70,7
57,39,9
18,19,6
28,6,1
12,17,10
8,10,4
3,48,5
1,65,10
47,68,1
43,20,1
41,35,3
2,24,1
43,34,7
45,60,2
41,60,2
50,8,8
52,68,5
20,67,4
56,67,6
51,28,10
1,67,1
67,33,8
16,37,6
26,20,4
29,4,10
62,64,6
48,59,6
9,33,6
68,27,7
59,37,3
32,42,8
44,9,5
43,70,1
39,7,3
19,11,5
45,65,2
30,67,8
59,54,2
70,29,3
1,64,9
4,43,2
32,50,7
48,69,1
26,51,10
30,55,8
27,57,3
59,58,9
42,6,5
23,68,8
58,37,5
21,52,4
41,6,10
26,25,4
4,56,1
52,50,6
61,43,4
5,20,9
9,8,1
50,50,9
34,43,7
48,31,5
63,7,6
23,61,1
33,56,5
22,36,10
2,17,7
10,34,8
18,5,7
63,18,8
10,20,10
6,23,7
55,58,1
37,56,7
36,31,8
8,37,1
46,53,6
52,56,2
43,39,9
65,52,10
11,8,1
37,59,5
64,53,6
1,15,1
40,62,9
33,43,6
70,47,7
29,18,3
67,52,8
70,48,9
28,14,1
4,28,8
63,34,3
69,13,7
46,60,3
57,6,2
64,62,9
34,62,1
36,32,9
39,2,1
31,37,9
2,49,4
61,5,3
34,47,10
59,29,1
36,64,10
18,4,6
70,67,5
20,20,6
35,60,3
67,43,7
18,52,6
36,1,9
66,69,3
57,33,4
3,1,1
34,65,1
13,21,10
3,39,6
62,14,8
27,70,10
20,56,8
48,63,5
39,61,3
40,13,4
32,55,8
8,9,6
23,2,5
8,38,8
9,63,4
23,41,5
67,22,6
47,27,10
67,65,9
4,51,5
52,22,10
47,45,8
37,2,3
24,14,6
33,57,3
10,31,7
42,8,4
1,52,8
8,58,5
37,58,8
70,25,2
7,3,7
13,16,9
31,45,3
61,58,2
26,41,8
5,62,3
66,10,9
18,17,3
3,15,7
30,8,5
56,3,2
28,21,4
13,40,9
70,43,1
58,50,7
36,67,5
52,65,9
65,50,8
42,7,3
23,65,5
40,11,7
3,23,10
32,24,7
35,30,4
35,19,4
2,4,5
40,42,8
66,48,4
44,26,9
55,52,5
57,28,7
28,34,8
14,16,5
35,43,1
36,46,1
20,12,3
23,16,3
7,19,10
61,59,7
56,34,1
7,8,6
38,62,8
66,18,4
41,22,6
23,27,10
17,50,1
66,25,2
48,33,8
53,36,8
10,26,4
55,67,3
48,27,7
48,45,5
40,60,1
31,9,2
62,8,10
66,6,6
22,37,1
46,14,5
15,43,6
51,5,8
45,61,1
48,29,3
65,56,2
26,66,2
19,50,4
46,26,6
65,40,6
50,40,5
50,19,2
69,47,7
15,30,2
55,22,1
30,23,10
14,49,9
37,65,1
61,17,2
64,14,10
65,2,8
43,65,2
53,32,5
36,42,2
5,49,10
44,5,1
5,19,3
57,55,3
59,1,10
37,46,10
11,22,4
58,6,5
51,50,5
22,65,1
15,12,7
11,55,10
28,40,4
45,50,8
38,25,5
26,4,10
9,18,6
35,18,1
59,64,3
56,38,2
36,45,4
23,55,4
54,65,3
4,24,2
65,65,4
36,15,7
35,54,1
37,68,1
6,32,10
8,48,7
60,23,5
38,56,9
32,58,7
36,53,7
58,34,1
14,3,6
29,21,6
15,33,6
1,27,2
64,7,2
30,4,8
14,7,9
17,13,3
18,40,2
29,46,8
44,18,7
9,68,3
43,27,3
63,11,7
16,19,5
67,29,6
3,24,2
19,23,8
11,21,1
64,67,3
46,17,3
15,37,7
1,36,5
62,18,6
1,17,8
56,12,1
5,2,10
46,32,6
23,17,7
26,11,6
54,15,8
68,58,5
60,65,3
69,8,6
68,11,8
45,33,6
19,63,3
15,8,8
50,34,9
67,68,4
47,43,6
1,23,5
21,44,8
53,40,10
13,36,4
28,19,3
45,13,8
68,13,5
33,39,2
31,64,10
2,26,10
31,2,5
69,38,8
19,34,4
12,9,10
55,5,5
66,31,7
67,53,9
51,66,2
61,54,5
22,24,6
31,6,1
35,65,1
69,45,8
30,37,6
49,53,9
2,63,5
8,59,9
36,14,6
27,53,3
60,3,4
39,65,3
65,27,10
23,31,2
11,29,5
68,1,5
1,19,6
32,66,4
2,7,9
36,50,7
12,62,5
66,5,10
53,28,1
69,68,2
59,48,4
63,2,10
37,1,6
13,9,2
44,7,10
1,28,9
46,50,6
22,50,5
58,31,9
53,22,7
63,66,4
9,31,7
11,31,7
12,56,9
34,29,7
56,18,4
64,26,3
45,1,10
5,48,9
13,17,2
9,11,3
55,46,5
43,22,6
14,64,8
26,68,10
64,66,7
6,18,7
10,62,4
19,68,6
62,34,9
64,5,5
18,41,1
29,69,1
30,64,2
68,4,2
46,18,10
19,42,10
46,42,10
40,36,5
42,5
66,27
22,12
36,2
5,10
60,48
2,20
16,35
12,47
15,25
70,56
39,11
64,34
51,60
48,14
65,64
9,21
3,67
32,38
1,38
35,31
22,67
46,5
67,15
12,7
61,63
64,12
14,27
56,36
43,13
32,52
11,64
2,33
45,67
63,24
32,30
6,26
27,17
63,8
42,62
42,32
55,36
58,54
54,16
14,50
40,6
17,67
52,41
46,45
60,18
68,35
34,69
29,32
1,22
61,20
12,57
50,70
63,36
23,20
5,34
12,65
26,26
61,39
45,47
21,19
47,1
60,53
18,11
23,15
56,42
40,48
50,3
48,41
32,8
59,10
19,5
48,53
11,2
69,28
26,43
16,55
21,8
9,69
37,15
35,13
53,70
68,36
50,51
2,46
59,56
69,61
53,11
54,8
27,48
67,27
67,13
9,35
31,16
17,41
46,1
46,29
20,43
9,16
2,45
67,48
70,40
5,69
38,40
18,46
7,38
52,18
61,11
25,20
48,39
59,17
16,69
31,48
30,12
55,8
9,49
64,17
54,59
13,65
41,66
51,39
54,42
41,27
1,56
58,24
17,70
39,34
67,66
41,29
60,25
34,45
45,22
66,45
52,47
64,4
63,29
63,50
13,5
6,46
33,26
55,24
22,16
22,30
55,1
47,44
54,14
15,65
22,47
61,62
7,22
24,29
36,63
26,45
20,26
31,51
17,59
54,20
4,9
29,52
66,58
53,37
55,31
21,35
55,18
62,6
41,17
47,37
50,7
65,39
55,40
56,30
21,20
30,16
22,3
69,14
25,70
5,35
70,31
46,41
31,39
52,49
57,64
15,14
32,16
51,68
59,11
61,9
8,5
42,30
64,38
68,52
51,41
59,16
61,35
35,10
18,21
67,37
28,1
12,2
21,43
70,53
57,31
35,7
26,12
42,13
3,9
54,38
21,1
19,44
70,49
40,64
42,63
2,21
29,29
46,51
61,7
31,4
15,39
62,15
54,53
19,1
29,7
6,4
66,29
15,20
32,3
27,52
7,37
10,11
43,47
61,64
57,69
37,19
6,34
40,40
28,22
25,62
21,62
41,39
29,25
46,66
38,52
3,11
43,50
41,51
6,57
52,45
16,30
7,52
55,34
44,4
49,36
51,57
18,20
29,19
29,66
4,53
54,24
66,12
65,58
70,16
37,67
61,32
32,7
33,9
25,40
16,26
37,10
42,16
23,10
38,15
60,8
63,15
66,11
44,58
56,23
14,2
35,58
5,13
63,65
29,38
42,21
63,3
30,45
10,16
43,21
54,60
41,30
21,27
7,14
25,24
11,56
28,64
3,18
25,14
23,8
36,34
34,12
26,37
61,31
5,1
57,48
31,59
2,65
41,23
42,70
35,4
65,70
15,1
69,19
4,18
60,54
24,51
58,66
50,4
7,9
68,15
24,10
52,61
42,36
44,64
64,44
28,68
3,8
64,36
19,17
1,40
17,47
69,48
30,3
5,28
59,62
36,21
20,35
59,35
44,25
26,35
33,1
51,53
20,10
33,20
2,54
70,66
22,25
12,4
56,44
46,31
66,54
67,5
29,48
23,57
37,16
37,45
52,66
40,23
33,68
25,53
58,52
26,9
7,40
5,33
5,52
32,35
23,66
41,15
6,29
36,16
38,44
37,36
58,12
36,58
66,59
45,52
2,50
43,67
18,9
19,2
57,13
10,25
40,5
52,38
68,53
26,55
9,58
4,41
24,69
42,4
52,55
54,29
14,14
19,13
37,4
30,28
13,61
33,17
37,64
50,53
62,25
28,62
22,18
11,6
32,2
26,17
25,2
35,6
47,31
18,22
10,15
58,57
22,32
41,54
20,7
36,57
45,63
37,26
39,45
18,1
4,44
13,34
11,60
9,67
70,70
14,65
60,42
27,4
28,15
69,24
35,42
10,46
2,13
3,70
58,43
39,43
2,61
8,4
63,23
43,8
67,38
64,28
31,44
17,8
44,15
51,61
63,54
50,36
3,46
5,61
64,60
49,56
36,69
33,3
19,28
20,41
65,31
51,20
5,25
13,32
20,1
57,45
25,12
23,6
61,19
17,66
25,42
47,49
12,14
6,58
17,35
10,3
67,19
45,10
25,7
59,33
30,60
68,17
41,47
22,40
68,23
55,66
25,13
66,65
52,30
33,44
35,47
10,24
43,6
31,23
21,40
19,43
17,6
24,46
61,45
48,42
45,25
47,57
60,67
39,3
42,15
18,8
10,58
2,52
34,41
35,12
42,60
9,40
47,65
22,23
63,5
23,3
5,45
27,63
30,17
41,40
29,34
45,16
44,59
57,32
28,56
47,42
45,55
34,4
3,41
67,47
6,14
1,6
66,23
2,12
47,22
36,41
37,53
12,52
10,43
41,26
46,22
2,55
2,2
29,47
38,69
37,62
1,26
13,30
17,1
58,19
28,39
50,29
43,17
56,9
51,30
43,30
65,19
30,57
69,70
34,53
50,69
48,37
24,16
47,36
64,43
40,30
26,19
24,41
51,65
62,68
43,31
11,69
59,7
37,38
10,28
4,10
14,12
26,10
38,43
27,16
61,18
35,16
60,57
27,44
65,30
9,14
58,20
36,65
55,26
60,24
17,61
60,15
48,15
48,55
39,55
36,4
69,12
48,58
11,10
11,5
54,47
27,55
53,35
62,17
34,5
16,2
48,20
55,57
37,6
69,43
30,22
22,19
46,3
53,55
63,63
51,25
58,16
62,22
14,35
28,42
2,6
43,15
48,6
65,8
35,55
53,30
25,59
27,19
63,10
45,23
33,27
43,28
53,7
44,47
54,1
39,57
40,17
27,58
20,63
11,53
21,63
42,68
65,60
33,69
65,69
30,24
65,51
45,41
5,64
59,14
63,14
13,49
17,24
19,33
1,12
4,36
31,24
48,35
2,47
22,29
63,42
18,42
39,5
11,48
45,5
33,70
42,48
58,30
53,24
70,6
57,44
45,6
44,8
34,42
25,67
9,42
27,24
60,2
10,10
54,52
8,34
70,17
46,13
19,38
19,52
35,14
57,58
25,11
41,32
53,17
40,44
4,19
58,70
39,21
37,42
29,54
36,59
11,26
7,31
38,39
59,46
10,12
26,63
52,28
20,44
55,35
53,16
69,64
13,23
10,63
26,36
62,23
39,40
65,48
28,33
69,44
51,2
2,59
8,13
48,10
23,32
8,42
31,65
40,25
70,58
41,68
45,20
19,36
3,16
12,69
10,35
18,67
36,30
47,10
62,35
64,11
57,57
19,31
18,34
64,10
38,54
54,13
25,21
59,66
19,26
56,26
54,44
58,13
26,67
51,56
5,22
20,37
40,68
6,38
20,52
14,58
38,65
56,37
50,46
24,20
12,24
41,69
23,1
53,12
33,67
45,11
17,22
4,69
37,69
64,20
48,12
23,5
14,9
60,55
14,69
8,41
33,31
1,5
9,50
66,2
50,24
24,66
45,51
37,57
13,56
14,24
42,14
6,42
65,41
49,4
6,7
59,70
58,67
11,37
41,41
19,4
62,31
14,40
31,49
3,31
31,32
59,59
32,48
