500,500, # demand points, # candidate sites
37,46,7
1,18,3
24,52,8
33,64,9
21,35,1
49,7,8
7,11,3
45,54,7
25,3,3
63,56,2
30,56,9
66,62,1
12,6,9
19,47,1
29,67,9
48,48,4
17,21,3
5,18,10
14,10,1
34,43,10
36,23,6
26,40,5
1,7,6
9,34,3
66,17,7
23,29,6
61,45,9
8,25,3
64,64,4
61,67,1
19,46,1
3,14,10
64,67,6
16,33,8
43,45,10
32,53,8
66,70,5
10,19,3
44,44,4
17,50,8
67,1,6
43,10,5
49,47,8
14,65,4
59,47,5
57,45,6
37,2,10
56,65,9
51,56,5
61,4,10
9,19,8
52,19,3
5,69,6
4,67,3
31,70,7
63,3,4
57,20,8
42,21,5
22,36,8
27,52,2
38,6,7
40,6,9
2,3,3
15,54,2
59,63,8
41,11,3
18,11,9
34,1,3
7,23,7
25,26,5
26,1,2
12,12,4
11,11,9
28,24,1
49,39,7
15,7,5
53,8,9
6,28,8
46,4,3
55,19,5
4,18,7
13,19,10
33,18,7
70,39,4
14,42,4
45,1,5
49,44,8
39,43,4
16,67,9
29,40,5
36,32,7
58,24,8
1,39,5
32,58,1
16,27,1
66,8,3
66,30,3
40,33,10
41,38,7
69,13,1
47,8,6
52,31,8
42,50,4
44,15,6
15,30,10
58,45,1
51,59,2
60,58,8
9,10,8
9,59,4
19,29,3
49,1,7
62,1,5
17,8,1
7,59,2
68,1,10
24,49,6
58,10,1
17,58,5
47,16,6
56,60,8
67,70,1
48,55,3
30,12,2
47,38,2
57,58,4
49,21,6
41,49,6
51,43,5
2,49,2
13,31,7
13,12,2
34,30,1
48,49,10
63,68,9
51,18,1
23,15,2
8,65,10
23,31,8
9,28,2
11,53,5
68,68,2
14,58,10
70,11,1
12,27,3
62,54,3
21,59,10
12,18,10
21,57,4
7,30,5
6,56,5
62,37,1
24,38,7
31,69,10
50,41,4
22,3,8
19,59,5
51,32,10
58,70,6
6,51,1
17,26,3
66,2,2
54,27,4
7,49,4
16,20,3
46,11,2
67,4,4
1,12,7
65,6,1
38,59,1
53,31,10
44,68,7
3,34,5
25,54,9
53,27,7
52,70,7
65,36,1
39,27,6
3,33,6
33,6,6
69,42,2
56,43,2
67,5,8
66,63,9
39,50,3
8,20,2
52,2,8
61,63,7
20,43,3
43,56,3
67,26,7
26,56,5
2,43,6
25,67,2
32,51,8
66,31,1
1,2,3
5,11,3
36,10,7
68,62,5
62,13,6
65,30,8
61,1,1
37,66,10
52,40,6
63,61,7
25,27,6
43,22,8
44,53,5
43,51,3
31,58,6
13,18,8
1,27,6
70,4,3
39,16,8
15,66,9
54,6,4
46,1,6
45,16,5
37,28,8
18,36,10
66,20,4
9,15,3
14,2,8
66,34,5
24,24,2
31,51,10
58,47,10
65,56,5
47,9,8
50,31,4
59,65,10
25,32,5
19,67,7
23,13,9
19,30,2
22,10,5
58,7,6
57,28,1
66,52,1
32,7,8
2,44,6
24,44,9
59,57,5
22,8,9
41,25,6
59,41,3
52,48,4
42,45,3
55,54,10
10,30,2
56,13,5
60,11,5
31,63,6
32,42,4
16,18,9
16,22,7
18,8,5
3,64,10
27,19,1
62,33,2
17,66,4
3,48,10
6,49,6
24,20,2
48,10,10
51,37,9
6,24,6
9,55,5
33,29,9
16,59,7
26,2,4
21,6,7
68,15,7
11,56,9
39,23,7
34,37,4
35,36,3
12,58,10
45,35,9
8,16,2
37,42,3
43,39,5
28,14,6
38,5,8
51,17,10
49,26,7
33,45,7
33,42,4
3,50,6
7,61,9
39,55,5
8,14,1
37,43,1
23,47,2
30,26,2
17,16,10
62,31,10
5,15,10
20,63,5
40,40,10
19,65,8
37,9,10
29,29,6
55,21,4
40,56,8
9,52,2
23,56,9
31,30,1
50,30,4
44,69,7
24,8,4
44,58,6
35,24,3
11,67,10
61,22,6
66,23,2
54,39,8
9,26,2
6,34,5
68,29,3
65,61,2
34,7,9
63,19,6
65,65,2
21,40,10
38,56,9
53,43,2
39,49,1
20,66,8
38,11,8
39,4,3
33,19,5
49,43,7
64,3,8
62,6,10
5,47,7
4,27,2
28,20,9
30,38,9
69,40,5
33,52,7
13,50,2
19,70,2
67,62,10
41,17,3
45,49,9
12,32,1
15,62,10
65,28,2
35,63,6
11,39,5
43,52,4
13,47,6
18,44,10
37,67,5
28,40,8
23,55,8
13,67,8
8,49,10
7,54,8
70,41,5
30,19,2
18,68,4
2,29,4
47,52,2
70,58,4
28,42,2
21,5,3
42,12,4
19,24,10
51,10,9
48,35,2
20,41,3
58,55,2
50,59,1
10,13,8
29,8,1
54,41,4
10,36,7
39,45,2
51,19,1
43,63,3
14,29,7
56,66,6
31,5,2
6,8,2
32,3,3
13,27,2
64,37,9
21,9,3
17,1,9
36,65,6
2,34,6
49,13,4
51,13,9
43,4,7
66,13,7
31,38,2
16,49,9
70,26,2
27,50,3
56,1,9
3,46,4
52,32,5
49,70,1
18,61,6
41,13,4
1,31,1
46,29,9
7,67,3
12,40,4
59,36,1
24,16,5
57,33,3
57,5,7
45,68,9
9,64,6
47,28,1
45,46,10
27,36,4
46,35,5
25,62,10
15,65,1
22,34,1
5,48,3
40,42,1
27,2,7
68,51,2
7,58,2
12,49,8
