800,500, # demand points, # candidate sites
23,1,7
40,47,3
42,6,8
19,70,9
44,18,1
23,54,8
67,14,3
9,67,7
14,58,3
21,4,2
41,35,9
30,36,1
22,45,9
53,34,1
49,1,9
45,66,4
29,59,3
54,53,10
43,49,1
24,35,10
30,34,6
23,28,5
1,3,6
8,65,3
18,48,7
1,28,6
66,11,9
31,69,3
60,55,4
51,5,1
40,59,1
22,65,10
20,4,6
46,64,8
38,37,10
5,13,8
40,18,5
17,2,3
34,24,4
7,44,8
11,33,6
21,23,5
11,19,8
62,10,4
2,36,5
45,16,6
47,31,10
62,64,9
6,69,5
59,57,10
1,49,8
18,16,3
44,52,6
21,37,3
26,53,7
23,14,4
11,65,8
54,63,5
19,67,8
59,12,2
45,38,7
50,56,9
53,12,3
50,38,2
30,57,8
8,36,3
17,27,9
3,38,3
8,19,7
21,27,5
26,62,2
32,18,4
15,36,9
14,48,1
35,44,7
57,62,5
25,13,9
57,27,8
32,31,3
58,59,5
65,14,7
23,10,10
33,11,7
2,67,4
28,63,4
30,47,5
23,57,8
56,1,4
62,45,9
22,8,5
3,44,7
50,17,8
7,38,5
26,63,1
15,6,1
28,1,3
28,67,3
24,17,10
68,15,7
34,55,1
64,59,6
68,38,8
39,27,4
13,9,6
31,8,10
17,43,1
38,32,2
37,2,8
61,37,8
29,33,4
58,43,3
37,41,7
16,29,5
10,52,1
4,43,2
40,67,10
36,29,6
7,1,1
26,37,5
36,68,6
23,42,8
40,66,1
56,23,3
40,57,2
11,29,2
37,18,4
2,50,6
42,4,6
17,33,5
33,55,2
67,36,7
42,29,2
70,17,1
65,7,10
39,69,9
49,8,1
65,57,2
3,8,10
3,27,8
55,69,2
27,20,5
60,32,2
53,27,10
43,19,1
51,69,3
11,32,3
51,35,10
10,69,10
35,18,4
28,11,5
62,62,5
67,53,1
20,11,7
10,50,10
24,23,4
24,38,8
52,14,5
68,53,10
57,37,6
10,44,1
12,2,3
34,35,2
4,22,4
12,7,4
20,68,3
63,6,2
29,18,4
42,37,7
3,32,1
53,6,1
26,59,10
66,50,7
47,2,5
35,24,9
68,12,7
5,59,7
12,45,1
16,33,6
57,31,6
14,3,6
23,25,2
40,62,2
41,21,8
61,65,9
1,26,3
49,20,2
54,19,8
15,55,7
57,69,3
52,47,3
39,65,7
65,22,5
43,43,6
54,27,2
31,59,8
32,21,1
41,43,3
4,40,3
15,57,7
28,8,5
51,1,6
21,24,8
68,59,1
14,61,10
62,51,6
5,24,7
18,15,6
49,9,8
62,69,5
36,20,3
21,28,6
64,15,8
45,15,6
14,53,3
19,64,8
60,65,9
24,60,4
48,28,6
3,47,5
10,2,8
25,55,10
45,8,4
15,43,3
21,56,8
13,7,5
43,55,2
65,39,10
57,65,10
47,51,5
59,34,8
62,58,4
17,11,10
26,46,5
36,16,7
40,42,9
35,31,2
43,42,5
38,56,6
20,59,1
39,63,1
3,56,8
7,16,6
50,28,9
34,47,5
54,12,9
42,20,6
19,25,3
3,10,4
16,8,3
32,13,10
36,51,2
47,7,5
67,13,5
6,47,6
66,61,4
47,55,9
9,14,7
22,12,5
57,33,10
58,19,1
38,67,2
63,55,4
49,53,10
65,24,6
59,44,2
35,27,10
26,57,9
48,48,6
8,63,5
44,4,9
40,25,7
5,60,4
51,64,7
61,17,7
41,52,9
18,4,7
65,40,4
2,17,3
41,36,10
56,11,9
60,67,2
55,65,3
4,46,5
49,3,6
35,40,8
29,14,10
39,44,7
38,38,7
42,62,4
58,56,6
43,7,9
14,9,5
38,12,1
22,11,1
27,41,2
29,26,2
20,32,10
57,70,10
11,35,10
37,57,5
15,28,10
67,26,8
20,47,10
8,48,6
48,2,4
52,10,8
5,28,2
62,52,9
58,15,1
18,58,4
32,46,7
11,50,4
47,47,6
2,30,3
9,33,10
35,42,6
69,54,2
52,46,8
66,67,2
34,18,5
29,50,3
49,45,2
36,30,9
10,5,6
31,9,2
17,63,10
58,36,9
3,69,2
14,67,1
4,4,8
33,34,8
56,56,3
62,39,5
34,38,7
66,55,8
66,21,10
10,46,7
18,38,2
64,69,9
10,63,9
57,52,5
41,64,7
31,41,2
50,27,2
41,66,10
46,57,3
12,32,9
48,42,1
39,64,10
13,25,2
4,3,6
62,48,5
14,38,4
6,26,6
18,34,10
4,39,5
63,45,8
63,36,8
44,67,8
9,45,10
14,25,8
57,13,5
17,26,2
36,39,4
33,63,4
17,17,2
23,20,4
42,30,2
30,6,3
62,54,4
41,48,10
42,40,9
39,55,2
29,10,3
41,39,2
63,47,1
19,55,8
21,30,1
19,68,4
31,2,7
38,54,2
14,12,1
25,17,3
44,42,7
40,12,6
40,58,2
7,11,2
24,8,3
20,19,2
40,5,9
17,6,3
63,11,9
17,42,6
64,8,6
52,28,4
12,3,9
31,67,7
56,64,7
65,21,2
44,47,9
70,3,2
63,52,3
62,46,9
55,64,4
63,22,5
28,16,1
30,20,6
21,64,4
37,67,1
48,31,9
16,23,3
62,1,4
1,11,1
59,48,5
61,21,3
58,48,7
56,61,9
67,67,6
64,52,1
69,4,10
25,43,4
45,21,5
14,13,10
2,27,1
63,50,1
2,47,3
34,21,1
51,49,7
38,3,2
48,29,2
33,51,8
13,30,5
46,28,4
59,2,6
25,29,10
24,3,1
3,24,8
4,29,6
38,49,4
12,44,10
29,56,6
54,23,6
20,1,6
36,23,7
43,13,3
40,60,8
34,6,5
63,62,1
8,37,3
62,4,5
19,24,2
29,8,8
67,12,2
44,54,3
10,13,9
48,63,2
7,54,7
32,3,1
34,26,10
5,25,8
33,16,3
30,5,9
39,41,5
63,9,8
69,21,5
61,14,4
19,9,10
11,40,4
60,66,1
38,60,6
69,40,4
11,25,9
17,7,1
3,16,9
70,6,7
13,38,5
1,33,6
17,35,1
23,18,5
28,61,10
42,54,7
17,64,8
25,46,7
46,29,8
69,51,10
21,34,7
36,60,1
69,8,7
26,55,8
25,8,1
11,41,6
17,9,2
11,52,9
30,70,10
9,28,1
47,25,5
31,7,6
40,53,1
37,33,9
1,12,6
58,61,7
34,50,3
47,29,8
66,54,9
29,1,1
2,53,8
20,24,3
39,34,7
35,51,3
13,58,2
20,42,9
40,20,1
6,65,9
56,10,1
45,64,9
19,50,4
42,44,3
14,18,10
21,39,1
14,37,10
68,27,6
35,43,5
23,35,6
20,39,3
20,21,7
5,66,6
37,21,9
54,51,3
58,21,4
68,17,1
7,31,1
32,11,10
4,17,6
50,13,8
36,66,10
40,52,8
10,29,5
4,67,3
22,59,4
4,60,8
4,16,6
14,24,5
54,36,8
44,29,4
61,49,5
9,64,6
34,45,10
7,13,9
53,51,5
39,14,10
55,41,8
1,23,3
60,16,6
3,54,3
51,67,7
4,21,4
43,60,8
23,53,5
17,21,8
66,10,2
34,16,7
65,5,9
27,11,3
23,55,2
8,66,8
4,58,3
8,17,9
46,67,3
41,22,7
63,3,5
50,58,2
13,70,4
47,66,9
54,55,1
8,41,7
34,1,5
31,15,9
67,34,8
10,4,3
62,60,5
1,27,7
34,39,10
29,39,7
34,25,4
55,1,4
36,57,5
42,55,8
60,25,4
55,54,9
32,8,5
9,44,7
65,56,8
46,14,5
20,54,1
40,46,1
48,9,3
24,41,3
40,4,10
2,13,7
40,33,1
15,53,6
52,34,8
38,36,4
38,61,6
22,70,10
16,7,1
50,33,2
17,61,8
10,64,8
26,61,4
55,20,3
28,62,7
22,62,5
28,37,1
45,28,2
70,31,10
60,7,6
49,55,1
21,70,5
67,27,6
12,70,8
32,57,1
4,53,3
51,13,2
1,35,2
44,59,4
19,30,6
67,4,6
13,15,5
49,2,2
63,54,7
47,16,2
16,38,1
36,50,10
30,41,9
46,66,1
55,67,2
67,50,10
20,41,8
68,4,2
32,24,5
14,44,2
35,26,10
2,35,1
18,57,3
23,11,3
45,43,10
51,61,10
51,42,4
50,52,5
49,22,5
34,59,1
40,31,7
21,69,10
31,24,4
53,49,8
64,12,5
60,35,10
39,15,6
4,51,1
51,29,3
39,68,2
57,30,4
35,45,4
36,59,3
37,15,2
6,53,4
11,44,7
12,69,1
39,53,1
66,30,10
58,22,7
17,57,5
60,20,9
38,46,7
18,67,7
69,34,1
45,34,6
56,47,6
32,48,6
56,22,2
8,43,2
63,27,8
53,28,9
27,24,3
17,15,2
70,9,8
29,69,7
36,27,3
41,70,3
34,30,7
56,43,5
59,51,6
52,38,2
40,49,8
23,40,1
4,70,3
59,4,3
34,9,7
64,29,5
56,16,6
9,59,8
59,53,1
10,36,10
18,17,6
17,32,7
19,26,6
68,70,8
21,40,5
54,32,3
24,54,6
39,12,8
11,2,6
12,24,3
30,9,8
8,9,9
51,20,4
12,21,6
37,25,5
22,53,8
13,66,10
58,39,4
36,47,3
10,31,8
34,68,5
2,37,2
50,29,10
3,11,10
19,49,5
12,12,8
18,40,4
32,66,10
67,68,5
7,69,7
54,40,9
54,66,2
1,43,5
10,47,6
33,27,1
49,42,1
33,7,8
33,46,6
43,8,9
39,67,5
48,17,9
62,59,6
67,58,3
56,57,4
46,8,3
30,49,10
14,51,2
36,28,5
9,21,5
28,33,6
31,66,4
68,58,9
8,34,7
35,39,5
4,18,10
20,30,1
23,69,2
22,49,4
6,38,10
60,64,6
17,3,2
19,5,10
33,49,9
44,10,6
35,13,5
64,17,9
68,41,7
9,4,4
65,29,7
22,67,7
16,21,9
1,60,7
16,50,4
25,11,3
46,41,10
18,23,9
22,52,2
16,36,3
41,29,5
35,9,6
8,13,8
52,65,10
42,49,7
7,19,7
63,10,4
27,19,6
28,70,9
35,8,5
51,57,1
59,39,1
46,37,2
57,59,2
32,26,10
34,46,10
61,63,10
62,11,5
41,24
55,31
8,45
70,49
32,45
61,56
61,47
32,54
40,41
44,48
61,42
26,25
28,47
3,68
36,64
8,40
56,69
25,60
64,68
59,17
50,69
35,55
29,7
35,58
3,26
15,20
54,59
14,43
8,35
43,61
22,63
21,41
14,33
69,23
27,15
3,41
25,2
22,23
33,66
60,28
20,64
28,41
9,38
70,18
54,49
59,52
49,63
65,15
24,34
23,43
24,22
12,42
28,60
27,4
17,41
17,44
27,44
9,56
19,34
4,2
60,19
39,38
55,50
26,34
67,9
28,23
32,5
56,67
28,30
21,1
69,19
55,70
37,54
45,35
18,41
51,19
6,59
32,53
61,69
66,65
59,41
28,29
14,68
3,28
55,25
68,52
64,62
16,53
7,58
44,44
12,31
6,34
59,21
32,2
12,1
65,36
53,48
41,18
21,54
35,19
26,52
43,40
45,24
42,22
15,32
33,54
55,62
13,46
70,66
64,14
5,7
48,57
41,15
30,2
47,60
31,28
5,34
38,57
28,25
2,60
13,50
61,3
13,55
1,55
59,1
30,48
31,45
50,66
49,46
39,48
28,10
15,18
17,67
34,13
57,5
31,1
38,22
11,60
26,42
41,4
66,47
3,64
56,3
65,20
68,62
1,1
6,42
24,29
57,16
43,67
45,57
31,3
47,45
13,20
11,20
33,15
1,40
60,51
31,10
49,43
15,66
44,65
26,44
4,42
32,51
62,42
